ID,店舗名,住所,電話番号,現在のURL
"e3ef104d-eda0-4692-8be3-b8c28ff7bf6c","えんとつ屋 南青山店","東京都港区南青山3-8-2 サンブリッジ青山1F","",""
"f298429f-f6c4-4cb3-a589-4a2a70ddef7d","おひつ膳田んぼ","東京都世田谷区三軒茶屋１丁目２９−１０","",""
"02c3797f-6f1d-4a02-9461-c70c2000dfcf","お台場海浜公園BBQエリア","東京都港区台場1-4-1","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8F%B0%E5%A0%B41-4-1"
"b4c1537c-52af-495e-bdd0-f1123df8d3a4","お台場海浜公園BBQエリア","東京都港区台場1-4-1","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E5%8F%B0%E5%A0%B41-4-1"
"bdb0a2d5-36fc-4c87-a872-ba986ed227ba","かおたんラーメンえんとつ屋 南青山店","東京都港区南青山2-27-18 パサージュ青山2F","",""
"6c93fb26-2f87-4462-b349-c444750b656a","かき氷工房 雪菓","東京都杉並区高円寺南4-24-11","","https://www.google.com/maps/search/%E3%81%8B%E3%81%8D%E6%B0%B7%E5%B7%A5%E6%88%BF%20%E9%9B%AA%E8%8F%93%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%89%E4%B8%A6%E5%8C%BA%E9%AB%98%E5%86%86%E5%AF%BA%E5%8D%974-24-11"
"c23562ca-bb13-41af-aff9-ba08d8bf6c68","キッチンオリジン 赤坂店","東京都港区赤坂５丁目５−７","",""
"ce1711b4-cefd-4711-860a-64043536c006","キッチンぴーなっつ","東京都荒川区西尾久6-18-1","","https://www.kitchen-peanut.com/"
"48e1b64d-2677-4e27-ae1c-69da5313baa0","キッチン南国","東京都新宿区戸塚町1-101","","https://www.instagram.com/kitchen_nangoku/"
"5f69bce6-ece3-4cb9-a189-0ce6fc6cfcf6","くら寿司 大阪・関西万博店","大阪府大阪市此花区夢洲2丁目1-1 大阪・関西万博会場内","","https://www.kurasushi.co.jp/2025expo/store/"
"e0d0ab0c-2279-487c-b669-6a819f8a896f","ここのつ 3号店","東京都足立区千住東2-3-7","","https://kitasenju9.com/"
"a9504dbd-7d8e-42a0-bc8b-8e51f4ae8c87","ごっつおらーめん鳥取店","鳥取県鳥取市末広温泉町159-4","","https://gottsuo.jp/"
"8c385908-92c4-4f66-bcc8-81ef7c10e8c2","サンリオカフェ","東京都内","","https://www.google.com/maps/search/%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%95%E3%82%A7%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"370d92fd-5e83-49b6-9a2c-1ab8409c0fd1","サンリオカフェ池袋店","東京都池袋周辺","","https://www.google.com/maps/search/%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%95%E3%82%A7%E6%B1%A0%E8%A2%8B%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B1%A0%E8%A2%8B%E5%91%A8%E8%BE%BA"
"fc59e40a-f6d9-48b9-b58f-8f1f9e3284e8","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"beb7c154-b3f0-4a16-b984-934ca8257259","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"c9c0deb1-6a9f-4d0a-91a9-22d4c86ece1b","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"ea675902-f137-4c5d-841a-8e20c754c350","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"72d6c947-80fd-4a7e-9840-b8d861c86603","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"b78b6d23-c621-4837-a255-18062e501473","サンリオピューロランド","東京都多摩市落合1-31","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A4%9A%E6%91%A9%E5%B8%82%E8%90%BD%E5%90%881-31"
"a31739e7-1c16-4859-9267-e4c036420622","ジャパン","東京都内","","https://www.google.com/maps/search/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"76c1a5d1-7220-4673-9cf5-a0b94168f861","じゃんがら ラーメン","東京都渋谷区神宮前4-30-3 東急プラザ表参道原宿 B1F","",""
"2825ad7c-2b80-4692-90fa-c9a58b2e3a74","スイーツパラダイス","東京都内各店舗","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85%E5%90%84%E5%BA%97%E8%88%97"
"f794a4ee-8d0e-4ebe-a4e8-824dd3747843","スイーツパラダイス","東京都内各店舗","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85%E5%90%84%E5%BA%97%E8%88%97"
"50eda8a9-8974-46fb-9eef-f80491acaf0b","スイーツパラダイス上野マルイ店","東京都上野周辺","","https://www.google.com/maps/search/%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%84%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%E4%B8%8A%E9%87%8E%E3%83%9E%E3%83%AB%E3%82%A4%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%8A%E9%87%8E%E5%91%A8%E8%BE%BA"
"4454e9ab-1357-4cc2-b5ef-95c54652642c","スターバックス コーヒー 渋谷スカイ店","東京都渋谷区渋谷2-24-12 渋谷スカイ14階","","https://www.starbucks.co.jp/"
"89af107e-2e90-41a3-98b0-c16dba7d8abe","スタジオ","東京都内","","https://www.google.com/maps/search/%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"6ae0f3d4-c6cc-461e-afbb-1d069d1efae1","スパイシー カレー 魯珈（ろか）","東京都新宿区神楽坂5-1-2 神楽坂TNヒルズ1F","",""
"7b433da8-0c9b-4909-8488-3923964a4d75","スパイシーカレー魯珈","東京都新宿区大久保2-32-2","",""
"1088de5a-bf7b-4488-98a7-79cda39c260a","スペイン料理 Pablo (パブロ)","東京都目黒区東山1-6-13 リテーラ中目黒1F","","https://pablo.favy.jp/"
"d0130d0d-e935-4146-9724-75c047c3d671","ティップネス三軒茶屋店","〒154-0024 東京都世田谷区三軒茶屋2-2-16","03-5787-1811","https://tip.tipness.co.jp/shop_info/SHP013/"
"7d7873c7-3727-4142-869a-526c4e34560f","ティファニー銀座本店","〒104-0061 東京都中央区銀座2-7-17","03-3224-5111","https://www.tiffany.co.jp/"
"01e579b4-8c1f-4f8f-bb6e-240d76df5c59","ナビオス横浜","〒231-0001 神奈川県横浜市中区新港2-1-1","045-633-6000","https://www.navios-yokohama.com/"
"d612db79-8db0-4b4e-9f2a-d6570776c674","ナプレ南青山本店","東京都港区南青山5-6-24 林ビル","","https://napule-pizza.com/aoyama/"
"386d585f-5bad-433f-b2f8-8085202709e6","パンダレストラン","東京都渋谷区道玄坂2-6-16 井門ビル B1F","","https://pandarestaurant.gorp.jp/"
"74492771-bd13-41e7-a19e-49ad52e41b63","ビストロ酒場 T4 KITCHEN 渋谷店","〒150-0041 東京都渋谷区神南1-12-16","",""
"b87e1262-58b3-4cd1-ae94-6860d2051f8e","フレッシュネスバーガー 渋谷センター街店","東京都渋谷区宇田川町25-5","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%AE%87%E7%94%B0%E5%B7%9D%E7%94%BA25-5"
"97b42b86-68ae-4bc6-8840-526bcf4cf525","フレッシュネスバーガー 渋谷センター街店","東京都渋谷区宇田川町25-5","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%AE%87%E7%94%B0%E5%B7%9D%E7%94%BA25-5"
"06d638bf-bcbd-47d9-bd29-88cafa76cbc1","フレッシュネスバーガー 渋谷センター街店","東京都渋谷区宇田川町25-5","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%AE%87%E7%94%B0%E5%B7%9D%E7%94%BA25-5"
"88881729-e9ff-4fe4-a40c-6ee87f5b3618","フレッシュネスバーガー 渋谷センター街店","東京都渋谷区宇田川町25-5","","https://www.google.com/maps/search/%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%AE%87%E7%94%B0%E5%B7%9D%E7%94%BA25-5"
"405597a3-4699-4780-a029-2491de140147","ブレッツカフェ クレープリー 表参道店","東京都渋谷区神宮前3-5-4","","https://www.breizh-cafe.com/"
"dbec65ce-a57d-4391-8343-dc417eba2a31","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"d055f2c3-500f-4bd8-aa14-0b40285ae003","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"e8ad5124-359f-407c-b6a8-0558bd394c55","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"ab80963c-9582-4c1f-b454-3c9b8340706b","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"9e842533-1f34-45fa-9568-aeab199e2e4a","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"d69be670-af8f-4cd2-b794-e61c7a579f8d","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"be37f45c-5a83-476d-b631-df6dde7ea8fb","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"063fb769-f352-4893-9bb8-2a1603ac8fc2","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"62d88503-8942-4cd8-a46f-85b1bb98754f","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"cca5f911-fdee-4711-a7ee-c7f542fc869d","ボートレース浜名湖","静岡県湖西市新居町中之郷3727-7","","https://www.google.com/maps/search/%E9%9D%99%E5%B2%A1%E7%9C%8C%E6%B9%96%E8%A5%BF%E5%B8%82%E6%96%B0%E5%B1%85%E7%94%BA%E4%B8%AD%E4%B9%8B%E9%83%B73727-7"
"c57e0996-e886-49b2-9298-01560c508c77","ポール・ボキューズ 西新宿店","東京都新宿区西新宿1-26-2 新宿野村ビル48階","","https://www.bocuse.jp/"
"7b626cea-bc1a-4865-8925-c2a2d0927bab","ホテルニューオータニ東京 ガーデンラウンジ","東京都千代田区紀尾井町4-1 ホテルニューオータニ東京","",""
"fdc57371-028b-4ad1-99bd-9981ccc75444","モスバーガー芝大門店","東京都港区芝大門1-15-7","","https://www.mos.jp/shop/detail/?shop_cd=02323"
"d100a125-a133-4384-8208-f021865b56a5","ユニバーサル","東京都内","","https://www.google.com/maps/search/%E3%83%A6%E3%83%8B%E3%83%90%E3%83%BC%E3%82%B5%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"24024091-d64f-464e-9913-68600f5f607d","ユニバーサル","東京都内","","https://www.google.com/maps/search/%E3%83%A6%E3%83%8B%E3%83%90%E3%83%BC%E3%82%B5%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"847da026-cfb9-4931-9d9b-cb57475a7de7","ル・パン・コティディアン芝公園店","東京都港区芝公園3-3-1","",""
"31f1f45a-5e40-489a-9cb0-6771d716e507","わが家の食堂 葛西店","東京都江戸川区中葛西8-23-5 第2宇田川ビル1F","","https://wagayanosyokudou.com/"
"44d8966c-c17c-4083-83fd-4df513c3d449","わんこそば専門店","東京都渋谷区","",""
"da9b5a6d-b341-465a-b9dd-e4fdcc6c6f8e","中華料理 十八番","東京都千代田区神田","",""
"217d91d4-fee5-43e0-a2b8-423cd49e1295","九州じゃんがら原宿店","東京都渋谷区神宮前1-13-21","",""
"b7e3a6b0-d450-40f9-8921-6e937aeaf965","二丁目食堂トレド","東京都新宿区神楽坂２丁目６","",""
"9dba22c4-45a4-4c46-b6e5-e7728a8b3117","伊勢屋食堂","東京都新宿区大久保1-12-1 第2韓国広場市場内","","https://www.google.com/maps/search/伊勢屋食堂+大久保"
"61f7d076-e631-4689-b91f-f524b48d0eec","伊東食堂","東京都豊島区東池袋","",""
"a5236caf-fead-4387-85b4-11f699dd38df","佐々木 舞香 Maika Sasaki","東京都内","","https://twitter.com/sasaki_maika"
"2e07d542-8a72-414f-96b3-47f03b30879f","佐々木 舞香 Maika Sasaki","東京都内","","https://twitter.com/sasaki_maika"
"9a40f52b-adcc-4a3f-8921-918290f41d79","佐竹 のん乃 Nonno Satake","東京都内","","https://twitter.com/satake_nonno"
"64f57509-240c-40a0-be08-65950717686c","佐野みそ 亀戸本店","東京都江東区亀戸2-3-10","",""
"698cc315-faab-45fe-be58-37eaf0823daf","全国各地の有名ラーメン店舗が集う新横浜ラーメン博物館","東京都横浜周辺","","https://www.google.com/maps/search/%E5%85%A8%E5%9B%BD%E5%90%84%E5%9C%B0%E3%81%AE%E6%9C%89%E5%90%8D%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E5%BA%97%E8%88%97%E3%81%8C%E9%9B%86%E3%81%86%E6%96%B0%E6%A8%AA%E6%B5%9C%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%A8%AA%E6%B5%9C%E5%91%A8%E8%BE%BA"
"8d340753-f9c5-412f-90e4-7594e9f1b5e7","六角家 1994+","東京都内","","https://www.raumen.co.jp/shop/rokkakuya.html"
"b39b6280-6ffb-47a0-b36a-7f6af2d90a14","冨田 菜々風 Nanaka Tomita","東京都内","","https://twitter.com/tomita_nanaka"
"10ce72ce-fe76-4768-960f-bb70c8d697cb","利尻らーめん味楽","東京都内","","https://www.raumen.co.jp/shop/rishiri.html"
"e4bf4474-174a-4265-9c74-3be2fc1a2822","回転わんこそばくるくるわんこ","東京都内","","https://www.google.com/maps/search/%E5%9B%9E%E8%BB%A2%E3%82%8F%E3%82%93%E3%81%93%E3%81%9D%E3%81%B0%E3%81%8F%E3%82%8B%E3%81%8F%E3%82%8B%E3%82%8F%E3%82%93%E3%81%93%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%86%85"
"994efa92-e87f-4bd4-a08b-4b3db7df567d","回転わんこそば店","東京都内","",""
"681b0f98-4048-45ef-bde8-edc6ddd2b331","土鍋ご飯 いくしか 中目黒店","東京都目黒区中目黒1-4-6-1F","","https://ikushika.com/"
"8efc7fd3-e54e-4ba0-b669-5fb6390577f5","土鍋ご飯いくしか 中目黒店","東京都目黒区中目黒1-4-6 1F","","https://ikushika.com/"
"65ba0581-0ace-492a-a8eb-996bc8b88da6","夜に駆ける / YOASOBI Covered by 野口衣織・・他","東京都内","","https://www.youtube.com/playlist?list=PL4CXxHAJyaqHF-TUIPh9WZSjmpH-Ya5Bf"
"f6c6a18e-5301-4b39-b643-bead09982c70","夜に駆ける / YOASOBI Covered by 野口衣織・・他","東京都内","","https://www.youtube.com/playlist?list=PL4CXxHAJyaqHF-TUIPh9WZSjmpH-Ya5Bf"
"8d010664-b812-42df-b7db-40fe8757a6da","夜に駆ける / YOASOBI Covered by 野口衣織・・他","東京都内","","https://www.youtube.com/playlist?list=PL4CXxHAJyaqHF-TUIPh9WZSjmpH-Ya5Bf"
"d56a7113-b08c-49b5-9cce-ce1c74c183cf","夜に駆ける / YOASOBI Covered by 野口衣織・・他","東京都内","","https://www.youtube.com/playlist?list=PL4CXxHAJyaqHF-TUIPh9WZSjmpH-Ya5Bf"
"3f0a7755-69fb-464d-8768-a4f475c1a735","大場 花菜 Hana Oba","東京都内","","https://twitter.com/hana_oba"
"b51564c5-8af6-4b19-b862-7b3aaabd84e7","大場 花菜 Hana Oba","東京都内","","https://twitter.com/hana_oba"
"7dcfa7db-4296-40a8-8e04-ad13f159f18d","大衆焼肉 暴飲暴食","東京都江東区東陽3丁目24-19","070-6964-5518",""
"09cbb092-c0e0-4248-b0cb-519a2af65e28","大谷 映美里 Emiri Otani","東京都内","","https://twitter.com/otani_emiri"
"3d7d0515-c300-4da8-b3b5-b9345b8aaeb3","山本 杏奈 Anna Yamamoto","東京都内","","https://twitter.com/yamamoto_anna_"
"bfb8d12f-8e2b-459e-a625-68cc937c1de9","山本 杏奈 Anna Yamamoto","東京都内","","https://twitter.com/yamamoto_anna_"
"fb0adf88-858e-416c-84f9-08ec14017a1f","川中子 奈月心 Natsumi Kawanago","東京都内","","https://twitter.com/kawanagonatsumi"
"75c9aef0-e088-48ca-8d6d-c8bf8e7d5695","志づや","〒110-0015 東京都台東区東上野2-4-3","",""
"77a18670-4ad6-4299-9779-2ed8a5ba4c15","挽肉と米","東京都渋谷区宇田川町36-6 ワールド宇田川ビル 4F","",""
"87be31f1-3343-4f0f-a76c-46d34c0e7f15","挽肉と米 渋谷","東京都渋谷区渋谷3-6-19 第1矢木ビル1F","",""
"5c42415b-40ef-4cb8-ab17-423dbe4549e3","新横浜ラーメン博物館","東京都横浜周辺","","https://www.google.com/maps/search/%E6%96%B0%E6%A8%AA%E6%B5%9C%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%A8%AA%E6%B5%9C%E5%91%A8%E8%BE%BA"
"d4a501cf-62c2-49e7-8fd7-5ad1874009c3","新横浜ラーメン博物館","神奈川県横浜市港北区新横浜2-14-21","","https://www.google.com/maps/search/%E6%96%B0%E6%A8%AA%E6%B5%9C%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E6%B8%AF%E5%8C%97%E5%8C%BA%E6%96%B0%E6%A8%AA%E6%B5%9C2-14-21"
"b5452723-5ca8-4a69-870d-bada3c218bb8","新横浜ラーメン博物館","","",""
"10f638f1-5ba6-47ae-80ba-d1cd94267c9a","新横浜ラーメン博物館","","",""
"986a9665-48e5-41ff-bf17-235016d6753e","新横浜ラーメン博物館","神奈川県横浜市港北区新横浜2-14-21","",""
"4ecbd8a0-f08e-4989-b054-bce030795c46","朝ラーメン店","東京都内","",""
"b5634cc9-d94c-417d-9b45-0f381ddeebcc","東京都庁第一庁舎32階職員食堂","東京都新宿区西新宿２丁目８−１","",""
"365abc24-2e67-4481-9086-329acf633a26","東陽町 大衆焼肉 暴飲暴食","〒135-0016 東京都江東区東陽3-24-19","",""
